,POS,points,first name,last name,age,country,liga,club,id,comp,place,date,category,weapon,gender,event,type,Poule,poule_order,PVICT,PTD,PTR,PIND,PT-DIFF,rank_poule,p_matches,p1_td,p1_tr,p1_result,p1_opp_id,p2_td,p2_tr,p2_result,p2_opp_id,p3_td,p3_tr,p3_result,p3_opp_id,p4_td,p4_tr,p4_result,p4_opp_id,p5_td,p5_tr,p5_result,p5_opp_id,td_t32,tr_t32,match_dif_t32,match_res_t32,t32_opp_id,td_t16,tr_t16,match_dif_t16,match_res_t16,t16_opp_id,td_t8,tr_t8,match_dif_t8,match_res_t8,t8_opp_id,td_semi,tr_semi,match_dif_semi,match_res_semi,semi_opp_id,td_final,tr_final,match_dif_final,match_res_final,final_opp_id,name,PMTR,PMTD,PMT-DIFF,TTR,TTD,TMT-DIFF,PM1V%,PM1&2V%,TMV,p6_td,p6_tr,p6_result,p6_opp_id,td_t64,tr_t64,match_dif_t64,match_res_t64,t64_opp_id,p7_td,p7_tr,p7_result,p7_opp_id,p8_td,p8_tr,p8_result,p8_opp_id
3620,7,14,EMMANUEL ALBERTO,MES TELLO,19,PANAMÁ,PANAMA,panamaclub,4257,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,3,6,3,23,19,0.6,4,2,5,5,4,1,402,4,5,0,1289,4,5,0,658,5,3,1,910,5,2,1,2921,15,2,13,1,4024,15,13,2,1,4271,6,15,-9,0,405,,,,,,,,,,,EMMANUEL ALBERTO MES TELLO,3.8,4.6,0.8,10.56,12.72,2.16,1,0,2,,,,,,,,,,,,,,,,,
3621,8,14,NIKOLAI FELIPE,TORRES MARTINEZ,17,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,119,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,4,2,3,22,22,0.6,0,3,5,5,4,1,2891,4,5,0,1966,5,4,1,4246,5,4,1,2827,3,5,0,1599,13,4,9,1,1007,15,14,1,1,658,9,15,-6,0,4246,,,,,,,,,,,NIKOLAI FELIPE TORRES MARTINEZ,4.4,4.4,0,11.88,12.68,0.800000000000001,1,0,2,,,,,,,,,,,,,,,,,
3622,9,8,PABLO ANDRES,ZAPATA ROJAS,20,COLOMBIA,RISARALDA,club deportivo Sables de Paz,658,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,3,1,4,24,15,0.8,9,1,5,5,2,1,1289,5,2,1,2921,5,4,1,4257,4,5,0,402,5,2,1,910,,,,,,14,15,-1,0,119,,,,,,,,,,,,,,,,PABLO ANDRES ZAPATA ROJAS,3,4.8,1.8,11,14.2666666666667,3.26666666666667,1,1,0,,,,,,,,,,,,,,,,,
3623,10,8,BAYARDO JOSUE,NARANJO VEGA,14,ECUADOR,ECUADOR,ecuadorclub,4271,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,2,3,3,18,12,0.6,6,3,5,5,0,1,4024,1,2,0,1993,5,2,1,1118,2,5,0,2697,5,3,1,1007,,,,,,13,15,-2,0,4257,,,,,,,,,,,,,,,,BAYARDO JOSUE NARANJO VEGA,2.4,3.6,1.2,9.8,11.5333333333333,1.73333333333333,1,0,0,,,,,,,,,,,,,,,,,
3624,11,8,MANUEL JOSE,MUÑOZ BONILLA,15,COLOMBIA,VALLE,Pothos Club,402,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,3,5,3,22,20,0.6,2,3,5,4,5,0,4257,3,4,0,910,5,4,1,2921,5,4,1,658,5,3,1,1289,15,10,5,1,977,10,15,-5,0,1102,,,,,,,,,,,,,,,,MANUEL JOSE MUÑOZ BONILLA,4,4.4,0.4,12.25,12.85,0.6,0,0,1,,,,,,,,,,,,,,,,,
3625,12,8,JERONIMO,AVELLA DE LA ROSA,15,COLOMBIA,BOGOTA,Club Deportivo Braveness,2697,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,2,2,3,17,15,0.6,2,4,5,1,5,0,1993,5,2,1,1007,5,1,1,4024,5,2,1,4271,1,5,0,1118,15,6,9,1,2921,9,15,-6,0,4246,,,,,,,,,,,,,,,,JERONIMO AVELLA DE LA ROSA,3,3.4,0.4,9.75,11.1,1.35,0,0,1,,,,,,,,,,,,,,,,,
3626,13,8,GERMAN ELIAS,ZEA QUINTERO,19,COLOMBIA,BOGOTA,Club Deportivo Braveness,910,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,3,4,3,19,18,0.6,1,4,5,5,1,1,2921,4,3,1,402,5,4,1,1289,3,5,0,4257,2,5,0,658,15,11,4,1,2827,4,15,-11,0,1966,,,,,,,,,,,,,,,,GERMAN ELIAS ZEA QUINTERO,3.6,3.8,0.2,11.9,10.45,-1.45,1,1,1,,,,,,,,,,,,,,,,,
3627,14,8,JOHAN ALESSANDRO,ACHURRA GAVIRIA,15,PANAMÁ,PANAMA,panamaclub,3181,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,1,5,3,17,16,0.6,1,3,5,4,3,1,977,5,0,1,4239,0,5,0,4266,3,5,0,405,5,3,1,1102,9,4,5,1,4239,11,15,-4,0,1993,,,,,,,,,,,,,,,,JOHAN ALESSANDRO ACHURRA GAVIRIA,3.2,3.4,0.2,9.55,10.1,0.549999999999999,1,1,1,,,,,,,,,,,,,,,,,
3628,15,8,JUAN MANUEL,HERNANDEZ JARAMILLO,15,COLOMBIA,BOGOTA,CLUB ACADEMIA SABRE D´OR,1599,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,4,5,3,19,19,0.6,0,4,5,4,5,0,1966,0,5,0,4246,5,2,1,2827,5,4,1,2891,5,3,1,119,15,14,1,1,2891,6,15,-9,0,1118,,,,,,,,,,,,,,,,JUAN MANUEL HERNANDEZ JARAMILLO,3.8,3.8,0,12.95,10.95,-2,0,0,1,,,,,,,,,,,,,,,,,
3629,16,8,JOAQUÍN SEBASTIÁN,PAREDES MONCAYO,17,ECUADOR,ECUADOR,ecuadorclub,4266,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,1,3,3,16,17,0.6,-1,4,5,5,3,1,4239,0,5,0,405,5,0,1,3181,1,5,0,1102,5,4,1,977,15,10,5,1,1289,7,15,-8,0,405,,,,,,,,,,,,,,,,JOAQUÍN SEBASTIÁN PAREDES MONCAYO,3.4,3.2,-0.2,11.35,10.3,-1.05,1,0,1,,,,,,,,,,,,,,,,,
3630,17,4,ANDRES FELIPE,MENESES CARVAJAL,18,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,1289,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,3,2,2,19,22,0.4,-3,5,5,2,5,0,658,5,4,1,4257,4,5,0,910,5,3,1,2921,3,5,0,402,10,15,-5,0,4266,,,,,,,,,,,,,,,,,,,,,ANDRES FELIPE MENESES CARVAJAL,4.4,3.8,-0.600000000000001,13.8,10.9333333333333,-2.86666666666667,0,0,0,,,,,,,,,,,,,,,,,
3631,18,4,CARLO SANTIAGO,ALARCON SEGURO,15,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,2891,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,4,1,2,18,22,0.4,-4,5,5,4,5,0,119,5,3,1,2827,5,4,1,1966,4,5,0,1599,0,5,0,4246,14,15,-1,0,1599,,,,,,,,,,,,,,,,,,,,,CARLO SANTIAGO ALARCON SEGURO,4.4,3.6,-0.8,13.8,11.8666666666667,-1.93333333333333,0,0,0,,,,,,,,,,,,,,,,,
3632,19,4,JUAN SEBASTIAN,MEJIA PINZON,14,COLOMBIA,CUNDINAMARCA,CLUB EXCALIBUR DE CHÍA,1007,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,2,6,1,14,20,0.2,-6,5,5,2,5,0,1118,2,5,0,2697,2,4,0,1993,5,1,1,4024,3,5,0,4271,4,13,-9,0,119,,,,,,,,,,,,,,,,,,,,,JUAN SEBASTIAN MEJIA PINZON,4,2.8,-1.2,12.3333333333333,6.93333333333333,-5.4,0,0,0,,,,,,,,,,,,,,,,,
3633,20,4,IAN VALENTIN,POLANCO BOLAÑOS,15,COLOMBIA,TOLIMA,Club de Esgrima Pret,4239,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,1,4,1,9,21,0.2,-12,5,5,3,5,0,4266,0,5,0,3181,1,5,0,1102,5,1,1,977,0,5,0,405,4,9,-5,0,3181,,,,,,,,,,,,,,,,,,,,,IAN VALENTIN POLANCO BOLAÑOS,4.2,1.8,-2.4,11.4,4.93333333333333,-6.46666666666667,0,0,0,,,,,,,,,,,,,,,,,
3634,21,4,DANIEL,VERGARA LEAL,14,COLOMBIA,TOLIMA,Club de Esgrima Pret,2827,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,4,3,0,13,25,0,-12,6,5,2,5,0,4246,3,5,0,2891,2,5,0,1599,4,5,0,119,2,5,0,1966,11,15,-4,0,910,,,,,,,,,,,,,,,,,,,,,DANIEL VERGARA LEAL,5,2.6,-2.4,15,8.86666666666667,-6.13333333333333,0,0,0,,,,,,,,,,,,,,,,,
3635,22,4,LUIZ MANUEL,GONZALEZ BLANCO,16,COLOMBIA,META,Club de Esgrima Mosqueteros Villavicencio,2921,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,3,3,0,12,25,0,-13,6,5,1,5,0,910,2,5,0,658,4,5,0,402,3,5,0,1289,2,5,0,4257,6,15,-9,0,2697,,,,,,,,,,,,,,,,,,,,,LUIZ MANUEL GONZALEZ BLANCO,5,2.4,-2.6,15,6.8,-8.2,0,0,0,,,,,,,,,,,,,,,,,
3636,23,4,SIMON ANDRES,GARZON GALVIS,16,COLOMBIA,CUNDINAMARCA,CLUB ESTIGIA,977,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,1,6,0,10,24,0,-14,6,5,3,4,0,3181,0,5,0,1102,2,5,0,405,1,5,0,4239,4,5,0,4266,10,15,-5,0,402,,,,,,,,,,,,,,,,,,,,,SIMON ANDRES GARZON GALVIS,4.8,2,-2.8,14.6,7.33333333333333,-7.26666666666667,0,0,0,,,,,,,,,,,,,,,,,
3637,24,4,JARED JOSE,CASTAÑO SALAZAR,13,COLOMBIA,TOLIMA,Club de Esgrima Pret,4024,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,2,4,0,2,25,0,-23,6,5,0,5,0,4271,0,5,0,1118,1,5,0,2697,1,5,0,1007,0,5,0,1993,2,15,-13,0,4257,,,,,,,,,,,,,,,,,,,,,JARED JOSE CASTAÑO SALAZAR,5,0.4,-4.6,15,1.46666666666667,-13.5333333333333,0,0,0,,,,,,,,,,,,,,,,,
3638,1,32,VALENTINA,BELTRAN ROJAS,18,COLOMBIA,CUNDINAMARCA,CLUB DE ESGRIMA FUSA FENCING,1427,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,1,4,4,20,3,1,17,1,4,5,0,1,3044,5,2,1,953,5,1,1,4003,5,0,1,607,,,,,,,,,,,,,,,15,3,12,1,607,15,7,8,1,1971,15,9,6,1,627,VALENTINA BELTRAN ROJAS,0.75,5,4.25,4.55,14,9.45,1,1,3,,,,,,,,,,,,,,,,,
3639,2,26,MARIA JOSE,GUTIERREZ GUARIN,16,COLOMBIA,TOLIMA,Club Deportivo SAS,627,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,2,3,4,20,9,1,11,1,4,5,0,1,4235,5,4,1,1971,5,4,1,1008,5,1,1,1295,,,,,,,,,,15,4,11,1,1721,15,6,9,1,630,15,6,9,1,957,9,15,-6,0,1427,MARIA JOSE GUTIERREZ GUARIN,2.25,5,2.75,7.04166666666667,13.1666666666667,6.125,1,1,3,,,,,,,,,,,,,,,,,
3640,3,20,VALENTINA,LONDOÑO GONZALEZ,17,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,1971,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,2,2,3,19,13,0.75,6,2,4,5,4,1,1008,4,5,0,627,5,4,1,1295,5,0,1,4235,,,,,,,,,,15,5,10,1,3044,15,12,3,1,953,7,15,-8,0,1427,,,,,,VALENTINA LONDOÑO GONZALEZ,3.25,4.75,1.5,9.65,12.15,2.5,1,0,2,,,,,,,,,,,,,,,,,
3641,3,20,CLAUDIA PATRICIA,SOLANO RAMIREZ,18,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,957,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,3,1,3,18,9,0.75,9,1,4,5,2,1,2715,5,0,1,1721,3,5,0,3030,5,2,1,630,,,,,,,,,,15,3,12,1,4235,15,3,12,1,2715,6,15,-9,0,627,,,,,,CLAUDIA PATRICIA SOLANO RAMIREZ,2.25,4.5,2.25,6.45,11.7,5.25,1,1,2,,,,,,,,,,,,,,,,,
3642,5,14,ELIZABETH,MARTINEZ CARVAJAL,15,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,953,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,1,5,3,17,9,0.75,8,2,4,5,1,1,4003,2,5,0,1427,5,3,1,607,5,0,1,3044,,,,,,,,,,15,4,11,1,4003,12,15,-3,0,1971,,,,,,,,,,,ELIZABETH MARTINEZ CARVAJAL,2.25,4.25,2,7.5625,12.0625,4.5,1,0,1,,,,,,,,,,,,,,,,,
3643,6,14,CAROLINE NATALIA,GALINDO PALACIOS,15,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,2715,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,3,2,3,17,12,0.75,5,2,4,2,5,0,957,5,3,1,3030,5,3,1,1721,5,1,1,630,,,,,,,,,,15,10,5,1,1295,3,15,-12,0,957,,,,,,,,,,,CAROLINE NATALIA GALINDO PALACIOS,3,4.25,1.25,10,9.8125,-0.1875,0,0,1,,,,,,,,,,,,,,,,,
3644,7,14,ISABELLA,TRIANA REYES,15,COLOMBIA,TOLIMA,Club Deportivo SAS,607,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,1,2,2,13,11,0.5,2,3,4,5,1,1,4003,5,0,1,3044,3,5,0,953,0,5,0,1427,,,,,,,,,,15,5,10,1,3030,3,15,-12,0,1427,,,,,,,,,,,ISABELLA TRIANA REYES,2.75,3.25,0.5,8.4375,8.5625,0.125,1,1,1,,,,,,,,,,,,,,,,,
3645,8,14,MARIANA,GAMBOA ANDRADE,18,COLOMBIA,TOLIMA,Club Deportivo SAS,630,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,3,4,2,13,12,0.5,1,4,4,5,2,1,3030,5,0,1,1721,2,5,0,957,1,5,0,2715,,,,,,,,,,15,12,3,1,1008,6,15,-9,0,627,,,,,,,,,,,MARIANA GAMBOA ANDRADE,3,3.25,0.25,10.5,9.3125,-1.1875,1,1,1,,,,,,,,,,,,,,,,,
3646,9,8,MARIA JOSE,RODRIGUEZ SANTAMARIA,14,COLOMBIA,CUNDINAMARCA,CLUB DE ESGRIMA FUSA FENCING,1008,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,2,1,2,18,13,0.5,5,3,4,4,5,0,1971,5,1,1,1295,4,5,0,627,5,2,1,4235,,,,,,,,,,12,15,-3,0,630,,,,,,,,,,,,,,,,MARIA JOSE RODRIGUEZ SANTAMARIA,3.25,4.5,1.25,10.4166666666667,11.5,1.08333333333333,0,0,0,,,,,,,,,,,,,,,,,
3647,10,8,LAURA,RESTREPO URREGO,15,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,3030,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,3,3,2,15,13,0.5,2,3,4,2,5,0,630,3,5,0,2715,5,3,1,957,5,0,1,1721,,,,,,,,,,5,15,-10,0,607,,,,,,,,,,,,,,,,LAURA RESTREPO URREGO,3.25,3.75,0.5,10.4166666666667,7.91666666666667,-2.5,0,0,0,,,,,,,,,,,,,,,,,
3648,11,8,TATIANA,RIOS MORA,15,COLOMBIA,BOGOTA,MOSQUETEROS,1295,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,2,5,1,11,17,0.25,-6,4,4,1,5,0,1008,5,2,1,4235,4,5,0,1971,1,5,0,627,,,,,,,,,,10,15,-5,0,2715,,,,,,,,,,,,,,,,TATIANA RIOS MORA,4.25,2.75,-1.5,12.0833333333333,7.91666666666667,-4.16666666666667,0,0,0,,,,,,,,,,,,,,,,,
3649,12,8,ISABELA,MARTINEZ YEPES,15,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,3044,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,1,3,1,5,18,0.25,-13,4,4,0,5,0,1427,0,5,0,607,5,3,1,4003,0,5,0,953,,,,,,,,,,5,15,-10,0,1971,,,,,,,,,,,,,,,,ISABELA MARTINEZ YEPES,4.5,1.25,-3.25,12.5,3.75,-8.75,0,0,0,,,,,,,,,,,,,,,,,
3650,13,8,ISABELA SOFIA,RODRIGUEZ ACOSTA,16,COLOMBIA,TOLIMA,Club Deportivo SAS,4003,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,1,1,0,6,20,0,-14,5,4,1,5,0,607,1,5,0,953,3,5,0,3044,1,5,0,1427,,,,,,,,,,4,15,-11,0,953,,,,,,,,,,,,,,,,ISABELA SOFIA RODRIGUEZ ACOSTA,5,1.5,-3.5,13.3333333333333,3.83333333333333,-9.5,0,0,0,,,,,,,,,,,,,,,,,
3651,14,8,FABIANA,PEÑA NOGUERA,18,COLOMBIA,META,Club de Esgrima Mosqueteros Villavicencio,4235,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,2,4,0,4,20,0,-16,5,4,0,5,0,627,2,5,0,1295,2,5,0,1008,0,5,0,1971,,,,,,,,,,3,15,-12,0,957,,,,,,,,,,,,,,,,FABIANA PEÑA NOGUERA,5,1,-4,13.3333333333333,2.66666666666667,-10.6666666666667,0,0,0,,,,,,,,,,,,,,,,,
3652,15,8,NATHALY YIRENA,GARCIA AMAYA,13,COLOMBIA,BOGOTA,Club Deportivo Braveness,1721,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,S,F,I,NAL,3,5,0,3,20,0,-17,5,4,0,5,0,957,0,5,0,630,3,5,0,2715,0,5,0,3030,,,,,,,,,,4,15,-11,0,627,,,,,,,,,,,,,,,,NATHALY YIRENA GARCIA AMAYA,5,0.75,-4.25,13.3333333333333,2.58333333333333,-10.75,0,0,0,,,,,,,,,,,,,,,,,
3653,1,32,ALEJANDRO,BOLAÑOS CAMACHO,18,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,765,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,3,4,4,20,3,1,17,1,4,5,0,1,2001,5,1,1,1307,5,1,1,726,5,1,1,1331,,,,,,,,,,15,0,15,1,4241,15,1,14,1,942,15,5,10,1,854,15,11,4,1,806,ALEJANDRO BOLAÑOS CAMACHO,0.75,5,4.25,3.45833333333333,14.1666666666667,10.7083333333333,1,1,4,,,,,,,,,,,,,,,,,
3654,2,26,ISAAC,CAMAYO GUERRERO,15,COLOMBIA,VALLE,Pothos Club,806,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,2,1,5,25,10,1,15,1,5,5,4,1,950,5,0,1,1211,5,4,1,465,5,0,1,4252,5,2,1,942,,,,,,15,1,14,1,1331,15,3,12,1,3177,15,11,4,1,465,11,15,-4,0,765,ISAAC CAMAYO GUERRERO,2,5,3,7,14.3333333333333,7.33333333333333,1,1,3,,,,,,,,,,,,,,,,,
3655,3,20,JUAN DAVID,SANCHEZ MONTOYA,20,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,465,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,2,6,4,24,9,0.8,15,2,5,5,0,1,4252,5,2,1,950,4,5,0,806,5,1,1,942,5,1,1,1211,,,,,,15,1,14,1,4252,15,6,9,1,2001,11,15,-4,0,806,,,,,,JUAN DAVID SANCHEZ MONTOYA,1.8,4.8,3,6.56,13.96,7.4,1,1,2,,,,,,,,,,,,,,,,,
3656,3,20,GABRIEL FELIPE,VILLA CASTILLO,18,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,854,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,1,1,4,24,13,0.8,11,1,5,5,3,1,949,4,5,0,133,5,2,1,718,5,0,1,4241,5,3,1,3177,,,,,,15,2,13,1,1307,15,10,5,1,133,5,15,-10,0,765,,,,,,GABRIEL FELIPE VILLA CASTILLO,2.6,4.8,2.2,8.52,12.76,4.24,1,0,2,,,,,,,,,,,,,,,,,
3657,5,14,JOSÉ SANTIAGO,BONILLA CRIOLLO,20,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,133,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,1,3,4,24,14,0.8,10,2,5,5,4,1,3177,5,4,1,854,5,0,1,4241,4,5,0,949,5,1,1,718,,,,,,15,5,10,1,718,10,15,-5,0,854,,,,,,,,,,,JOSÉ SANTIAGO BONILLA CRIOLLO,2.8,4.8,2,9.2,13.45,4.25,1,1,1,,,,,,,,,,,,,,,,,
3658,6,14,MIGUEL DAVID,MUÑOZ PORTILLA,16,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,2001,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,3,3,3,15,11,0.75,4,2,4,0,5,0,765,5,2,1,1331,5,1,1,726,5,3,1,1307,,,,,,,,,,15,10,5,1,949,6,15,-9,0,465,,,,,,,,,,,MIGUEL DAVID MUÑOZ PORTILLA,2.75,3.75,1,9.6875,9.9375,0.25,0,0,1,,,,,,,,,,,,,,,,,
3659,7,14,ALAN GABRIEL,LEAL VELASQUEZ,15,VENEZUELA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,3177,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,1,4,3,22,19,0.6,3,3,5,4,5,0,133,5,4,1,4241,5,2,1,949,5,3,1,718,3,5,0,854,,,,,,15,13,2,1,950,3,15,-12,0,806,,,,,,,,,,,ALAN GABRIEL LEAL VELASQUEZ,3.8,4.4,0.600000000000001,12.7,11.1,-1.6,0,0,1,,,,,,,,,,,,,,,,,
3660,8,14,SANTIAGO,URIBE GÓMEZ,14,COLOMBIA,CUNDINAMARCA,CLUB EXCALIBUR MADRID,942,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,2,4,3,18,18,0.6,0,3,5,5,3,1,1211,5,3,1,4252,5,2,1,950,1,5,0,465,2,5,0,806,,,,,,15,8,7,1,726,1,15,-14,0,765,,,,,,,,,,,SANTIAGO URIBE GÓMEZ,3.6,3.6,0,11.15,9.4,-1.75,1,1,1,,,,,,,,,,,,,,,,,
3661,9,8,CARLOS FELIPE,GOMEZ PLAZAS,18,COLOMBIA,CUNDINAMARCA,CLUB EXCALIBUR MADRID,726,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,3,1,2,12,16,0.5,-4,3,4,5,4,1,1331,5,2,1,1307,1,5,0,2001,1,5,0,765,,,,,,,,,,8,15,-7,0,942,,,,,,,,,,,,,,,,CARLOS FELIPE GOMEZ PLAZAS,4,3,-1,11.6666666666667,7.66666666666667,-4,1,1,0,,,,,,,,,,,,,,,,,
3662,10,8,MIGUEL ANGEL,REINA AGUIRRE,15,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,950,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,2,2,2,18,15,0.4,3,4,5,4,5,0,806,2,5,0,465,2,5,0,942,5,0,1,1211,5,0,1,4252,,,,,,13,15,-2,0,3177,,,,,,,,,,,,,,,,MIGUEL ANGEL REINA AGUIRRE,3,3.6,0.6,11,11.5333333333333,0.533333333333333,0,0,0,,,,,,,,,,,,,,,,,
3663,11,8,JUAN DAVID,QUINTERO LAVERDE,13,COLOMBIA,VALLE,VENCEDORES,949,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,M,I,NAL,1,2,2,18,19,0.4,-1,4,5,3,5,0,854,3,5,0,718,2,5,0,3177,5,4,1,133,5,0,1,4241,,,,,,10,15,-5,0,2001,,,,,,,,,,,,,,,,JUAN DAVID QUINTERO LAVERDE,3.8,3.6,-0.2,12.6,10.5333333333333,-2.06666666666667,0,0,0,,,,,,,,,,,,,,,,,
