,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256
238,67,1.0,TAHE Oceane,25,FRA,taheoceane,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,6.0,5.0,khrapinavio,1.0,V,6.0,15.0,liucharlene,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,6.0,26.0,15.0,0.833,11.0,1.0,V/5,V/4,V/4,D/3,V/5,V/5,6.0,V,4,1,sonyuksekbe,V,5,4,sicasusanma,D,3,5,bavugekhabi,V,4,3,cisnerosale,V,5,1,tovarkarain,V,5,1,wilaszekpau,,,,,
239,68,1.0,HOLMES Katharine,28,USA,holmeskatha,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,3.0,laansookare,12.0,V,8.0,13.0,yasinskayak,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,6.0,23.0,12.0,0.833,11.0,3.0,V/5,D/3,V/2,V/5,V/3,V/5,6.0,V,3,0,saucedorocí,D,3,4,predescuale,V,2,1,pytkakamila,V,5,1,boudreaujus,V,5,4,samkoanasta,V,5,2,korneevaari,,,,,
240,69,1.0,BIELESZOVA Veronika,19,CZE,bieleszovav,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,7.0,cagninbeatr,8.0,V,11.0,15.0,murtazaevaa,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,5.0,6.0,29.0,19.0,0.833,10.0,2.0,V/5,V/5,V/5,D/4,V/5,V/5,6.0,D,4,5,kardosedina,V,5,1,kuttlaura,V,5,2,lopezdelape,V,5,4,beneabianca,V,5,4,vainbergsop,V,5,3,zelentsovaa,,,,,
241,70,1.0,YU Danwoo,25,KOR,yudanwoo,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,12.0,pytkakamila,3.0,V,9.0,10.0,bultynckann,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,5.0,6.0,25.0,15.0,0.833,10.0,3.0,V/4,V/4,V/5,V/5,V/5,D/2,6.0,V,5,3,piveteauann,V,4,3,linyikheico,V,5,2,dewijnday,V,4,3,brovkoinna,V,5,1,limvictoria,D,2,3,vandingenen,,,,,
242,71,1.0,KIM Chearin,22,KOR,kimchearin,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,8.0,joycemichae,7.0,V,11.0,15.0,differtnell,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,5.0,6.0,26.0,18.0,0.833,8.0,2.0,V/5,V/4,D/2,V/5,V/5,V/5,6.0,V,5,2,tothjazmin,V,4,3,marzanirobe,V,5,1,ortegapatri,V,5,4,khrapinavio,D,2,5,mitchellgeo,V,5,3,isidroalba,,,,,
243,72,1.0,KESAEVA Marina,22,RUS,kesaevamari,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,9.0,doubovadomi,6.0,V,9.0,15.0,doigcaldero,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,5.0,6.0,21.0,13.0,0.833,8.0,4.0,D/0,V/5,V/4,V/5,V/2,V/5,6.0,D,0,5,barnesrache,V,5,1,favreaurore,V,4,3,traditigaia,V,2,0,rochalucie,V,5,2,tataranamal,V,5,2,parkfaith,,,,,
244,73,1.0,OBRAZTSOVA Maria,26,RUS,obraztsovam,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,8.0,cisnerossof,1.0,V,7.0,14.0,hsiehkaylin,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,5.0,6.0,22.0,15.0,0.833,7.0,3.0,D/1,V/5,V/4,V/4,V/3,V/5,6.0,V,3,1,praxmarerle,V,5,1,lindeasa,V,4,3,torregoalic,D,1,5,hatzfiona,V,4,3,ndoloalexan,V,5,2,dynerkarina,,,,,
245,74,1.0,STAHLBERG Nadine,26,GER,stahlbergna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,13.0,ferrarimart,2.0,V,10.0,15.0,soldatovaan,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,5.0,6.0,28.0,22.0,0.833,6.0,6.0,D/3,V/5,V/5,V/5,V/5,V/5,6.0,V,5,4,plantbethan,V,5,4,robleselena,V,5,4,dekanykinga,V,5,2,bogdanovade,D,3,5,mackinnonle,V,5,4,robleselena,,,,,
246,75,1.0,NAGY Kinga,23,HUN,nagykinga,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,11.0,grijakmarta,4.0,V,8.0,15.0,demarchiele,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,4.0,5.0,22.0,18.0,0.8,4.0,6.0,V/4,D/3,V/5,V/5,V/5,D/0,6.0,V,5,3,jukicpaula,D,0,0,kuuskkristi,D,3,4,zakharenkoa,V,5,4,staehlilaur,V,4,3,wetzkerlaur,V,5,0,kuuskkristi,,,,,
247,76,1.0,BENEA Bianca,23,ROU,beneabianca,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,12.0,ehleralexan,3.0,V,8.0,15.0,martenssone,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,4.0,6.0,28.0,16.0,0.667,12.0,7.0,V/5,D/4,V/5,D/4,V/5,V/5,6.0,V,5,1,zelentsovaa,V,5,1,lopezdelape,V,5,0,kardosedina,D,4,5,bieleszovav,D,4,4,kuttlaura,D,4,5,vainbergsop,,,,,
248,77,1.0,DERKACH Anna,25,UKR,derkachanna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,11.0,linyikheico,4.0,V,14.0,15.0,kardosedina,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,4.0,6.0,28.0,19.0,0.667,9.0,5.0,V/5,D/4,D/4,V/5,V/5,V/5,6.0,D,4,5,loehrlisa-m,V,5,2,engelchrist,V,5,1,hautalaeva,V,5,3,zettermannr,D,4,5,vanbrummena,V,5,3,chukamong,,,,,
249,78,1.0,AZUKAITE Vikte,26,LTU,azukaitevik,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,4.0,panuschkacl,11.0,V,9.0,15.0,predescuale,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,4.0,6.0,22.0,14.0,0.667,8.0,5.0,V/5,V/4,V/5,D/2,V/5,D/1,6.0,V,4,1,schwanteslo,D,2,3,varfolomyey,V,5,3,nahapetyand,D,1,3,murtazaevaa,V,5,1,panuschkacl,V,5,3,cisnerossof,,,,,
250,79,1.0,SPAS Anastasiia,28,UKR,spasanastas,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,kadyrovaiul,5.0,V,14.0,15.0,brunnerpaul,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,4.0,6.0,28.0,22.0,0.667,6.0,3.0,D/4,V/5,V/5,V/5,D/4,V/5,6.0,D,4,5,cebulaanne,V,5,4,kroesekatel,V,5,4,yoshimurami,D,4,5,franssonemm,V,5,2,zhengevelyn,V,5,2,chantszchin,,,,,
251,80,1.0,LIM Taehee,20,KOR,limtaehee,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,13.0,mizeraolga,2.0,V,12.0,15.0,mummemelie,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,4.0,6.0,25.0,19.0,0.667,6.0,2.0,D/3,D/2,V/5,V/5,V/5,V/5,6.0,V,5,3,cagninbeatr,D,2,5,pinggeraeli,V,5,0,smithtaylor,V,5,2,jaramilloqu,V,5,4,chatzisaran,D,3,5,brunnerpaul,,,,,
252,81,1.0,BAVUGE KHABIMANA Milen,20,RUS,bavugekhabi,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,mesicana,5.0,V,10.0,11.0,zagalajagod,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,4.0,6.0,24.0,18.0,0.667,6.0,5.0,V/5,V/4,V/5,D/2,V/5,D/3,6.0,V,4,3,wilaszekpau,D,2,3,sonyuksekbe,V,5,3,taheoceane,D,3,4,sicasusanma,V,5,3,cisnerosale,V,5,2,tovarkarain,,,,,
253,82,1.0,PECHOVOVA Michala,31,CZE,pechovovami,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,14.0,galpereva,1.0,V,13.0,15.0,kriegerange,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,4.0,6.0,25.0,20.0,0.667,5.0,6.0,D/4,V/5,V/5,V/5,D/1,V/5,6.0,V,5,3,lixandrunic,V,5,2,grijakjana,V,5,3,conradanast,V,5,3,labroemma,D,4,5,laansookare,D,1,2,grijakjana,,,,,
254,83,1.0,KLASIK Alicja,18,POL,klasikalicj,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,13.0,stepanyanna,2.0,V,12.0,15.0,washingtoni,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,4.0,6.0,23.0,18.0,0.667,5.0,6.0,V/5,D/1,V/5,V/4,D/3,V/5,6.0,V,5,1,wongshams,V,5,1,zamoranoand,D,1,5,hechtdar,V,4,3,kurokiyume,V,5,3,veresgreta,D,3,1,zamoranoand,,,,,
255,84,1.0,SALIGEROVA Katerina,22,CZE,saligerovak,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,dynerkarina,5.0,V,10.0,15.0,ndoloalexan,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,4.0,6.0,22.0,17.0,0.667,5.0,6.0,D/2,D/1,V/5,V/4,V/5,V/5,6.0,V,5,1,sizooisaura,V,5,2,yasinskayak,D,1,5,masaloolivi,V,4,3,ferrarimart,D,2,4,shemyakinay,V,5,2,yasinskayak,,,,,
256,85,1.0,EMMENEGGER Manon,25,SUI,emmeneggerm,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,9.0,samkoanasta,6.0,V,13.0,15.0,masaloolivi,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,4.0,6.0,21.0,16.0,0.667,5.0,5.0,V/5,V/4,V/5,V/3,D/0,D/4,6.0,V,4,1,varverifani,V,3,2,doubovadomi,V,5,0,linareshele,D,4,5,ketkarketki,V,5,3,vornanenann,D,0,5,leehyein,,,,,
257,86,1.0,SWATOWSKA-WENGLARCZYK Martyna,27,POL,swatowska-w,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,10.0,fernandezca,4.0,V,14.0,15.0,brovkoinna,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,4.0,6.0,25.0,22.0,0.667,3.0,5.0,D/2,V/5,V/5,V/5,V/5,D/3,6.0,V,5,4,aldananaiar,V,5,2,nagaianna,D,2,5,vonkerssenb,D,3,5,verretalexa,V,5,2,kohellemeih,V,5,4,gunacgokce,,,,,
258,87,1.0,OKHOTNIKOVA Irina,24,RUS,okhotnikova,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,8.0,lawsondanie,7.0,V,14.0,15.0,cebulaanne,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,4.0,6.0,23.0,22.0,0.667,1.0,2.0,V/5,V/5,D/1,V/4,V/5,D/3,6.0,V,4,3,chanwailing,V,5,1,guimaraesma,V,5,4,kecmanmilic,D,3,5,malloaurian,D,1,5,nesbitthann,V,5,4,mavrikiouir,,,,,
259,88,1.0,BABA Haruna,24,JPN,babaharuna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,12.0,sliusarevas,3.0,V,3.0,15.0,marzanirobe,-12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,3.0,6.0,24.0,22.0,0.5,2.0,5.0,V/5,V/5,D/4,D/3,D/3,V/4,6.0,V,5,0,trianacebal,D,3,5,hoppemontan,V,5,4,zensanna,V,4,3,hesssanchog,D,4,5,liucharlene,D,3,5,kadyrovaiul,15.0,6.0,nahapetyand,9.0,V
260,89,1.0,CHAN Wai Ling,25,HKG,chanwailing,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,12.0,garciarodri,1.0,V,12.0,15.0,leesinhee,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,3.0,6.0,25.0,24.0,0.5,1.0,5.0,D/4,D/3,V/5,V/5,V/5,D/3,6.0,D,3,4,okhotnikova,V,5,3,nesbitthann,D,4,5,mavrikiouir,D,3,5,malloaurian,V,5,3,guimaraesma,V,5,4,kecmanmilic,15.0,7.0,plantbethan,8.0,V
261,90,1.0,ABDUL RAHMAN Kiria Tikanah,21,SGP,abdulrahman,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,6.0,tothjazmin,9.0,V,9.0,15.0,bukilili,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,3.0,6.0,24.0,23.0,0.5,1.0,6.0,V/5,D/3,D/4,V/5,D/2,V/5,6.0,D,4,5,raposodana,V,5,4,engdahlsoph,D,3,5,borsodyemma,V,5,3,dejongchery,V,5,1,burkhardisa,D,2,4,engdahlsoph,15.0,14.0,gunacgokce,1.0,V
262,91,1.0,BRYCH Barbara,21,POL,brychbarbar,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,7.0,mihalykata,7.0,V,11.0,15.0,gnamtamara,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,3.0,6.0,22.0,21.0,0.5,1.0,4.0,D/1,V/5,V/5,V/5,D/2,D/4,6.0,D,1,5,dvininavale,V,5,2,ascassomari,V,5,1,piedrahitag,D,2,5,andryushina,V,5,3,vizeuvictor,D,4,5,grijakmarta,15.0,11.0,correasanta,4.0,V
263,92,1.0,NIXON Catherine,24,USA,nixoncather,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,12.0,mackinnonle,3.0,V,13.0,15.0,vandingenen,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,3.0,6.0,24.0,24.0,0.5,0.0,3.0,V/5,V/5,D/2,D/3,V/5,D/4,6.0,V,5,3,coufalovaan,V,5,4,loitkarolii,D,2,5,bozzaalessa,V,5,2,bultynckann,D,3,5,polisanna,D,4,5,landotamara,15.0,12.0,knezevickat,3.0,V
264,93,1.0,PARK Faith,18,USA,parkfaith,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,6.0,rembilauren,9.0,V,14.0,15.0,hechtdar,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,3.0,6.0,20.0,20.0,0.5,0.0,7.0,V/3,V/5,D/1,D/2,D/4,V/5,6.0,V,3,1,barnesrache,V,5,2,rochalucie,D,4,5,favreaurore,V,5,2,tataranamal,D,2,5,traditigaia,D,2,5,kesaevamari,15.0,11.0,baloghbella,4.0,V
265,94,1.0,ZAKHARENKO Antonina,21,RUS,zakharenkoa,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,14.0,clericialic,1.0,V,10.0,15.0,ditellaisab,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,2.0,5.0,14.0,22.0,0.4,-8.0,2.0,D/2,V/5,D/2,D/1,V/4,D/0,6.0,D,1,5,pawlowskama,V,5,4,jukicpaula,V,4,3,nagykinga,D,0,0,kuuskkristi,D,2,5,staehlilaur,D,2,5,wetzkerlaur,15.0,10.0,hoppemontan,5.0,V
266,95,1.0,PINGGERA Elisabeth,23,AUT,pinggeraeli,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,12.0,franssonemm,1.0,V,11.0,15.0,foiettanico,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,2.0,6.0,25.0,25.0,0.333,0.0,3.0,V/4,V/5,D/4,D/4,D/4,D/4,6.0,D,4,5,smithtaylor,V,5,2,limtaehee,D,4,5,chatzisaran,V,4,3,brunnerpaul,D,4,5,cagninbeatr,D,4,5,jaramilloqu,15.0,6.0,kecmanmilic,9.0,V
267,96,1.0,ENGLERT URRUTIA Melisa Lara,31,ARG,englerturru,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,bozzaalessa,5.0,V,12.0,15.0,staehlilaur,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,2.0,6.0,18.0,23.0,0.333,-5.0,5.0,D/2,D/3,D/0,V/5,D/3,V/5,6.0,D,3,4,mesicana,V,5,4,ehleralexan,D,2,5,garciarodri,V,5,4,berendscarm,D,0,1,lehtonensuv,D,3,5,correasanta,15.0,12.0,cisnerosale,3.0,V
268,97,0.5,VANRYSSEL Eloise,22,FRA,vanrysselel,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,13.0,mummemelie,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,5.0,6.0,28.0,18.0,0.833,10.0,4.0,V/5,V/5,V/5,D/4,V/5,D/4,6.0,V,5,1,petkoviclar,D,4,4,alvimmaria,V,5,2,elkordcamil,V,5,3,aznarlaura,V,5,3,soldatovaan,D,4,5,mihalykata,,,,,
269,98,0.5,REMBI Lauren,30,FRA,rembilauren,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,6.0,15.0,parkfaith,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,6.0,23.0,13.0,0.833,10.0,6.0,V/3,V/5,V/3,D/3,V/5,V/4,6.0,V,3,2,massereysol,V,4,3,haradasaki,V,5,0,majdandzica,D,3,5,clericialic,V,3,2,leonardaria,V,5,3,haradasaki,,,,,
270,99,0.5,MACKINNON Leonora,27,CAN,mackinnonle,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,15.0,nixoncather,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,5.0,6.0,27.0,18.0,0.833,9.0,1.0,V/5,D/2,V/5,V/5,V/5,V/5,6.0,V,5,2,bogdanovade,V,5,1,robleselena,V,5,3,gorammeliss,D,2,5,plantbethan,V,5,3,stahlbergna,V,5,4,dekanykinga,,,,,
271,100,0.5,CLERICI Alice,25,ITA,clericialic,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,15.0,zakharenkoa,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,5.0,6.0,26.0,18.0,0.833,8.0,4.0,D/2,V/5,V/5,V/5,V/5,V/4,6.0,D,2,5,leonardaria,V,5,4,lozanocande,V,5,1,massereysol,V,5,3,rembilauren,V,5,3,majdandzica,V,4,2,haradasaki,,,,,
272,101,0.5,FRANSSON Emma,19,SWE,franssonemm,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,13.0,pinggeraeli,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,5.0,6.0,29.0,22.0,0.833,7.0,1.0,V/5,V/5,V/5,V/5,V/5,D/4,6.0,V,5,4,yoshimurami,D,4,5,chantszchin,V,5,2,zhengevelyn,V,5,4,spasanastas,V,5,4,cebulaanne,V,5,3,kroesekatel,,,,,
273,101,0.5,MIHALY Kata,31,HUN,mihalykata,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,7.0,14.0,brychbarbar,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,5.0,6.0,29.0,22.0,0.833,7.0,7.0,V/5,V/5,D/4,V/5,V/5,V/5,6.0,V,5,3,petkoviclar,V,5,4,aznarlaura,V,5,3,alvimmaria,V,5,3,soldatovaan,V,5,5,elkordcamil,V,5,4,vanrysselel,,,,,
274,103,0.5,TOTH Jazmin,19,HUN,tothjazmin,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,6.0,15.0,abdulrahman,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,5.0,6.0,23.0,16.0,0.833,7.0,5.0,V/5,D/2,V/5,V/5,V/5,V/1,6.0,D,2,5,kimchearin,V,5,4,mitchellgeo,V,5,2,isidroalba,V,1,0,khrapinavio,V,5,3,marzanirobe,V,5,2,ortegapatri,,,,,
275,104,0.5,GARCIA RODRIGUEZ Ines,27,ESP,garciarodri,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,13.0,chanwailing,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,5.0,6.0,26.0,21.0,0.833,5.0,1.0,V/4,D/3,V/5,V/5,V/5,V/4,6.0,V,5,4,ehleralexan,V,4,3,berendscarm,V,5,2,englerturru,D,3,5,lehtonensuv,V,5,4,correasanta,V,4,3,mesicana,,,,,
276,105,0.5,SLIUSAREVA Sofiia,23,UKR,sliusarevas,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,15.0,babaharuna,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,4.0,5.0,24.0,20.0,0.8,4.0,5.0,D/4,V/5,V/5,V/5,V/5,,5.0,V,5,3,leverrachae,V,5,4,marconuria,V,5,4,sivakumarth,D,4,5,husisianhad,V,5,4,foiettanico,,,,,,,,,
277,106,0.5,BOZZA Alessandra,23,ITA,bozzaalessa,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,englerturru,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,4.0,6.0,26.0,16.0,0.667,10.0,4.0,D/3,V/5,V/5,V/5,V/5,D/3,6.0,D,3,4,bultynckann,V,5,0,polisanna,V,5,2,nixoncather,V,5,4,coufalovaan,V,5,2,loitkarolii,D,3,4,landotamara,,,,,
278,107,0.5,SHEMYAKINA Yana,36,UKR,shemyakinay,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,11.0,foiettanico,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,4.0,6.0,17.0,9.0,0.667,8.0,1.0,D/2,V/5,V/1,V/5,V/4,D/0,6.0,V,1,0,ferrarimart,D,0,1,yasinskayak,V,5,1,elamurmia,V,5,0,sizooisaura,V,4,2,saligerovak,D,2,5,masaloolivi,,,,,
279,108,0.5,VAINBERG Sophia,17,ISR,vainbergsop,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,15.0,gnamtamara,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,4.0,6.0,28.0,21.0,0.667,7.0,4.0,V/5,D/4,V/5,D/4,V/5,V/5,6.0,V,5,0,zelentsovaa,D,4,5,kardosedina,V,5,3,kuttlaura,V,5,4,lopezdelape,D,4,5,bieleszovav,V,5,4,beneabianca,,,,,
280,109,0.5,TRADITI Gaia,21,ITA,traditigaia,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,15.0,doigcaldero,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,4.0,6.0,26.0,19.0,0.667,7.0,3.0,V/4,D/4,D/3,V/5,V/5,V/5,6.0,V,5,2,rochalucie,D,4,5,tataranamal,D,3,4,kesaevamari,V,4,3,barnesrache,V,5,4,favreaurore,V,5,1,parkfaith,,,,,
281,110,0.5,GRADY Miriam,22,USA,gradymiriam,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,differtnell,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,4.0,6.0,25.0,18.0,0.667,7.0,2.0,V/5,D/2,V/5,V/5,V/5,D/3,6.0,V,5,2,kroeseroos,D,2,5,takahashier,V,5,2,stepanyanna,D,3,5,kriegerange,V,5,2,mullenalish,V,5,2,lutyaliya,,,,,
282,110,0.5,JARAMILLO QUEVEDO Maria De Los Angeles,20,COL,jaramilloqu,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,15.0,ditellaisab,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,4.0,6.0,25.0,18.0,0.667,7.0,7.0,D/3,D/2,V/5,V/5,V/5,V/5,6.0,D,3,5,brunnerpaul,V,5,1,smithtaylor,V,5,3,cagninbeatr,D,2,5,limtaehee,V,5,4,pinggeraeli,V,5,0,chatzisaran,,,,,
283,112,0.5,ZAMORANO Andrea,25,ESP,zamoranoand,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,15.0,vandingenen,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,4.0,6.0,22.0,15.0,0.667,7.0,7.0,V/5,V/5,V/4,D/2,V/5,D/1,6.0,V,5,0,veresgreta,D,1,5,klasikalicj,V,5,2,sadlerlouis,V,5,3,hechtdar,D,2,2,wongshams,D,2,3,kurokiyume,,,,,
284,113,0.5,LAWSON Danielle,24,GBR,lawsondanie,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,8.0,15.0,okhotnikova,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,4.0,6.0,27.0,21.0,0.667,6.0,6.0,V/5,D/3,V/5,V/5,D/4,V/5,6.0,V,5,4,constantine,V,5,2,mateosmaria,D,3,5,kunanna,V,5,1,buechkimjas,V,5,4,mummemelie,D,4,2,mateosmaria,,,,,
285,114,0.5,FEYGIN Nicole,19,ISR,feyginnicol,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,15.0,bultynckann,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,4.0,6.0,25.0,19.0,0.667,6.0,2.0,V/5,V/5,D/3,D/2,V/5,V/5,6.0,D,2,5,kharkovavla,V,5,3,limcheryl,V,5,2,erturkaleyn,V,5,1,gyurkoanna,D,3,5,bukilili,V,5,3,torrenteluc,,,,,
