,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp
1007,175.0,0.25,JANS KOHNEKE Teun,22.0,NED,janskohneke,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,11.0,15.0,peressinito,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,3.0,6.0,21.0,26.0,0.5,-5.0,4.0,D/1,D/2,D/3,V/5,V/5,V/5,6.0,D,1.0,5.0,hamlescherm,V,5.0,3.0,yeungchika,D,3.0,5.0,rogerwaller,V,5.0,4.0,archileitom,D,2.0,5.0,suzumuraken,V,5.0,4.0,cetinelbaha
1008,176.0,0.25,LAZARENKO Ievgen,19.0,UKR,lazarenkoie,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,13.0,15.0,kimtaehwan,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,2.0,5.0,17.0,17.0,0.4,0.0,4.0,V/5,D/2,D/3,V/5,D/2,,5.0,D,3.0,5.0,servelloaug,V,5.0,1.0,etteltmaxim,D,2.0,5.0,faulpaulluc,D,2.0,5.0,rosenfeldro,V,5.0,1.0,baevnatan,,,,
1009,177.0,0.25,BALINT Almos,17.0,HUN,balintalmos,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,9.0,15.0,seomyeongch,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,2.0,5.0,16.0,18.0,0.4,-2.0,2.0,D/3,D/3,V/5,D/0,V/5,,5.0,D,3.0,5.0,bricenojand,V,5.0,2.0,kainmartin,V,5.0,1.0,liedward,D,3.0,5.0,meinhardtge,D,0.0,5.0,chenchihchi,,,,
1010,178.0,0.25,KASKOW Piotr,19.0,POL,kaskowpiotr,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,5.0,15.0,rennermorit,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,2.0,6.0,21.0,22.0,0.333,-1.0,6.0,V/5,D/4,V/5,D/3,D/0,D/4,6.0,V,5.0,1.0,pereznathan,D,4.0,5.0,kappusbasti,D,4.0,5.0,zengzhaoran,D,3.0,5.0,garcia-alzo,V,5.0,1.0,snijderivo,D,0.0,5.0,kappusbasti
1011,179.0,0.25,FERNANDEZ Yerbinson,28.0,VEN,fernandezye,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,4.0,15.0,spoljarborn,-11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,2.0,6.0,21.0,24.0,0.333,-3.0,5.0,D/3,V/5,D/2,D/3,V/5,D/3,6.0,V,5.0,1.0,rajskilesze,D,3.0,5.0,marinonicol,D,3.0,5.0,totusekmare,D,3.0,5.0,umethan,D,2.0,5.0,sembachphil,V,5.0,3.0,murillodiaz
1012,179.0,0.25,NOWAK Hannes,19.0,GER,nowakhannes,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,10.0,15.0,donaghuejoe,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,2.0,6.0,21.0,24.0,0.333,-3.0,4.0,D/2,V/5,D/3,V/5,D/3,D/3,6.0,D,2.0,5.0,jurkiewiczj,V,5.0,1.0,neomaxweiki,D,3.0,5.0,bagdanyalbe,D,3.0,5.0,giacondanie,V,5.0,3.0,rykind-blar,D,3.0,5.0,donaghuejoe
1013,181.0,0.25,JAKUBOWSKI Adam,19.0,POL,jakubowskia,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,11.0,15.0,chenyi-tung,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,2.0,6.0,20.0,24.0,0.333,-4.0,6.0,D/4,D/2,D/0,V/5,V/5,D/4,6.0,D,0.0,5.0,frohweinmor,D,4.0,5.0,kellywillia,D,2.0,5.0,ikamishumpe,V,5.0,2.0,poscharnigj,D,4.0,5.0,hataegyu,V,5.0,5.0,kellywillia
1014,181.0,0.25,LOUIE Bryce,20.0,USA,louiebryce,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,10.0,15.0,reichetzert,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,2.0,6.0,20.0,24.0,0.333,-4.0,1.0,D/4,D/4,D/0,V/5,D/2,V/5,6.0,D,0.0,5.0,naganoyudai,V,5.0,1.0,rosusilviu,V,5.0,3.0,nawarsuhayl,D,4.0,5.0,nglokwangla,D,2.0,5.0,yunesklod,D,4.0,5.0,kimmingu
1015,183.0,0.25,HAFFOUR Abdelrahman,22.0,EGY,haffourabde,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,8.0,15.0,thorbekjuli,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,2.0,6.0,20.0,25.0,0.333,-5.0,4.0,D/4,V/5,D/4,V/5,D/0,D/2,6.0,D,4.0,5.0,czuckermann,V,5.0,4.0,gojakantoni,D,4.0,5.0,huthmanneri,D,0.0,5.0,sidoalexand,V,5.0,1.0,degreefstef,D,2.0,5.0,choinichola
1016,184.0,0.25,CHREN Simon,20.0,CZE,chrensimon,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,7.0,15.0,haygavin,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,2.0,6.0,19.0,24.0,0.333,-5.0,6.0,D/2,V/5,D/0,D/4,D/3,V/5,6.0,D,0.0,5.0,hezhuwei,V,5.0,3.0,finsterbush,V,5.0,1.0,ramirezlare,D,4.0,5.0,macchifilip,D,2.0,5.0,itotakuma,D,3.0,3.0,finsterbush
1017,184.0,0.25,KISS Daniel,24.0,HUN,kissdaniel,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,7.0,15.0,brunnerremi,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,2.0,6.0,19.0,24.0,0.333,-5.0,7.0,D/2,D/2,V/5,D/4,D/1,V/5,6.0,D,2.0,2.0,rosusilviu,V,5.0,0.0,sarmanyzolt,D,1.0,5.0,chamley-wat,D,2.0,5.0,tolbaabdelr,D,4.0,4.0,tanraphaelj,D,4.0,5.0,yuehche-hao
1018,186.0,0.25,KOROM Erik,22.0,HUN,koromerik,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,5.0,15.0,poscharnigj,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,2.0,6.0,20.0,26.0,0.333,-6.0,6.0,D/3,V/5,D/2,D/2,V/5,D/3,6.0,D,2.0,5.0,gudaniel,D,3.0,5.0,spoljarborn,V,5.0,2.0,kiewzephani,D,2.0,5.0,mepsteadmar,D,3.0,5.0,gaganidzelu,V,5.0,5.0,spoljarborn
1019,186.0,0.25,MURRAY Maximo,17.0,MEX,murraymaxim,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,9.0,15.0,kimgyeongmu,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,2.0,6.0,20.0,26.0,0.333,-6.0,7.0,D/3,V/5,D/4,D/1,D/2,V/5,6.0,D,3.0,5.0,serricedrik,V,5.0,2.0,gilchristma,D,2.0,5.0,kleinfelix,V,5.0,4.0,tothgergely,D,1.0,5.0,olivaresmar,D,1.0,5.0,broszusblak
1020,188.0,0.25,PADUA Carlos M.,24.0,PUR,paduacarlos,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,8.0,15.0,pogrebniaka,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,2.0,6.0,19.0,26.0,0.333,-7.0,2.0,D/3,D/0,D/3,D/3,V/5,V/5,6.0,D,3.0,5.0,liupatrick,D,0.0,5.0,thorbekjuli,V,5.0,3.0,fazekasarpa,V,5.0,3.0,schubertmax,D,3.0,5.0,dosadaniel,D,3.0,5.0,galuashvili
1021,189.0,0.25,DORFER Laurenz,18.0,GER,dorferlaure,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,3.0,15.0,kleinfelix,-12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,2.0,6.0,18.0,25.0,0.333,-7.0,2.0,V/5,D/0,D/2,V/5,D/4,D/2,6.0,V,5.0,5.0,leeyatlong,D,0.0,5.0,bibardtyvan,D,4.0,5.0,dahanyaliel,D,2.0,3.0,turkiowaida,D,2.0,4.0,lopezcarlos,V,5.0,1.0,rosuvlad
1022,189.0,0.25,KIEW Zephaniah Ian,18.0,SGP,kiewzephani,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,5.0,15.0,davisjames-,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,2.0,6.0,18.0,25.0,0.333,-7.0,2.0,D/1,D/4,D/1,V/5,D/2,V/5,6.0,V,5.0,3.0,braunfabian,D,4.0,5.0,gudaniel,D,2.0,5.0,koromerik,V,5.0,2.0,spoljarborn,D,1.0,5.0,mepsteadmar,D,1.0,5.0,gaganidzelu
1023,191.0,0.25,CERVANTES Diego,21.0,MEX,cervantesdi,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,11.0,15.0,serricedrik,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,2.0,6.0,17.0,24.0,0.333,-7.0,7.0,V/5,D/1,V/5,D/2,D/0,D/4,6.0,V,5.0,4.0,kimkimin,D,4.0,5.0,hassanmoham,D,0.0,5.0,oishiriki,D,1.0,5.0,breteauigna,D,2.0,0.0,joemratiash,D,2.0,5.0,kotekjakub
1024,192.0,0.25,NEO Max Wei Kit,20.0,SGP,neomaxweiki,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,9.0,15.0,chagnonelio,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,2.0,6.0,20.0,28.0,0.333,-8.0,5.0,D/2,D/3,D/4,D/1,V/5,V/5,6.0,D,3.0,5.0,rykind-blar,D,1.0,5.0,nowakhannes,D,2.0,5.0,jurkiewiczj,V,5.0,4.0,donaghuejoe,D,4.0,5.0,bagdanyalbe,V,5.0,4.0,giacondanie
1025,193.0,0.25,GUENNOU Louis,21.0,GBR,guennouloui,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,8.0,15.0,tothgergely,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,2.0,6.0,18.0,26.0,0.333,-8.0,6.0,D/1,D/2,D/3,V/5,V/5,D/2,6.0,D,3.0,4.0,rennermorit,D,2.0,5.0,paikdavid,D,2.0,5.0,pautymaxime,V,5.0,3.0,mogensenvig,D,1.0,5.0,matsuyamaky,V,5.0,5.0,paikdavid
1026,194.0,0.25,DAHAN Yali Eliyahu,18.0,ISR,dahanyaliel,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,10.0,15.0,hamiltonbog,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,2.0,6.0,14.0,22.0,0.333,-8.0,7.0,D/3,V/5,D/0,D/1,D/0,V/5,6.0,D,3.0,3.0,finsterbush,V,5.0,0.0,leeyatlong,D,0.0,5.0,lopezcarlos,V,5.0,5.0,rosuvlad,D,1.0,2.0,dorferlaure,D,1.0,5.0,bibardtyvan
1027,195.0,0.25,CETINEL Baha Baykal,20.0,TUR,cetinelbaha,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,3.0,15.0,braunfabian,-12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,2.0,6.0,19.0,28.0,0.333,-9.0,7.0,V/5,D/2,V/5,D/4,D/2,D/1,6.0,V,5.0,4.0,hamlescherm,D,1.0,5.0,archileitom,D,2.0,5.0,yeungchika,D,2.0,5.0,suzumuraken,D,4.0,4.0,rogerwaller,D,4.0,5.0,janskohneke
1028,195.0,0.25,NIGOSANTI Andrea,22.0,ARG,nigosantian,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,10.0,15.0,leungchinyu,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,2.0,6.0,19.0,28.0,0.333,-9.0,2.0,D/4,D/0,D/2,V/5,V/5,D/3,6.0,V,5.0,4.0,keryhueljer,D,0.0,5.0,sanitaandre,V,5.0,4.0,salehsaleh,D,3.0,5.0,peressinito,D,2.0,5.0,funamotosei,D,4.0,5.0,davisjames-
1029,195.0,0.25,VELLA Rosario,24.0,GER,vellarosari,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,11.0,15.0,mihalyiando,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,2.0,6.0,19.0,28.0,0.333,-9.0,1.0,D/4,D/2,D/2,V/5,D/1,V/5,6.0,D,2.0,5.0,iimurakazuk,V,5.0,4.0,seomyeongch,V,5.0,4.0,bemmaciej,D,2.0,5.0,nijsmathieu,D,1.0,5.0,mathieuadam,D,4.0,5.0,kuchtaleopo
1030,198.0,0.0,LIM Jonathan Tzien Yih,20.0,SGP,limjonathan,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,2.0,6.0,16.0,25.0,0.333,-9.0,5.0,D/0,D/4,D/1,D/1,V/5,V/5,6.0,D,4.0,5.0,riegerlaure,D,1.0,5.0,hoidadanyil,D,0.0,5.0,moziwei,V,5.0,1.0,akialpemre,D,1.0,5.0,bravosahel,V,5.0,4.0,minottkamal
1031,199.0,0.0,YUEH Che-Hao,20.0,TPE,yuehche-hao,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,2.0,6.0,18.0,28.0,0.333,-10.0,4.0,D/4,D/1,D/2,D/1,V/5,V/5,6.0,D,4.0,1.0,rosusilviu,D,1.0,5.0,chamley-wat,D,2.0,5.0,tanraphaelj,V,5.0,4.0,sarmanyzolt,D,1.0,5.0,tolbaabdelr,V,5.0,4.0,kissdaniel
1032,200.0,0.0,DELGADO LLAMAS Juan Carlos,21.0,MEX,delgadollam,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,2.0,6.0,14.0,25.0,0.333,-11.0,7.0,D/1,V/5,V/5,D/0,D/2,D/1,6.0,D,1.0,5.0,kleinluis,D,1.0,5.0,winterberg-,D,2.0,5.0,siessmichal,V,5.0,1.0,karbonowski,D,0.0,4.0,chengtitnam,D,0.0,5.0,madyyahia
1033,200.0,0.0,SEMBACH Philipp,19.0,GER,sembachphil,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,2.0,6.0,14.0,25.0,0.333,-11.0,3.0,D/2,V/5,D/1,V/5,D/0,D/1,6.0,D,0.0,5.0,murillodiaz,V,5.0,3.0,rajskilesze,D,1.0,5.0,marinonicol,D,2.0,5.0,totusekmare,V,5.0,2.0,fernandezye,D,1.0,5.0,umethan
1034,202.0,0.0,BOROWIEC Piotr,23.0,POL,borowiecpio,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,1.0,5.0,13.0,23.0,0.2,-10.0,1.0,D/3,V/5,D/0,D/4,D/1,,5.0,D,3.0,5.0,kuochun-you,V,5.0,3.0,kahlalexand,D,1.0,5.0,tofalidesal,D,4.0,5.0,lonsdalewil,D,0.0,5.0,lombardigiu,,,,
1035,203.0,0.0,KAIN Martin,23.0,AUT,kainmartin,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,1.0,5.0,13.0,24.0,0.2,-11.0,6.0,D/1,D/2,D/1,V/5,D/4,,5.0,D,4.0,5.0,chenchihchi,D,2.0,5.0,balintalmos,D,1.0,5.0,BRICENO Janderson,V,5.0,4.0,liedward,D,1.0,5.0,meinhardtge,,,,
1036,204.0,0.0,KUO Chun-You,21.0,TPE,kuochun-you,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,1.0,5.0,8.0,23.0,0.2,-15.0,2.0,V/5,D/0,D/0,D/3,D/0,,5.0,V,5.0,3.0,borowiecpio,D,0.0,5.0,tofalidesal,D,0.0,5.0,lombardigiu,D,0.0,5.0,kahlalexand,D,3.0,5.0,lonsdalewil,,,,
1037,205.0,0.0,FROHWEIN Moritz,20.0,GER,frohweinmor,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,1.0,6.0,22.0,25.0,0.167,-3.0,3.0,D/4,D/4,D/2,D/4,V/5,D/3,6.0,V,5.0,0.0,jakubowskia,D,4.0,5.0,ikamishumpe,D,2.0,5.0,poscharnigj,D,4.0,5.0,hataegyu,D,4.0,5.0,chankyle,D,3.0,5.0,kellywillia
1038,205.0,0.0,MURILLO DIAZ Jorge Eduardo,22.0,COL,murillodiaz,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,1.0,6.0,22.0,25.0,0.167,-3.0,6.0,D/4,D/3,V/5,D/3,D/3,D/4,6.0,V,5.0,0.0,sembachphil,D,4.0,5.0,umethan,D,3.0,5.0,rajskilesze,D,3.0,5.0,marinonicol,D,4.0,5.0,totusekmare,D,3.0,5.0,umethan
1039,207.0,0.0,BEM Maciej,21.0,POL,bemmaciej,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,1.0,6.0,20.0,28.0,0.167,-8.0,5.0,D/4,V/5,D/3,D/2,D/2,D/4,6.0,V,5.0,3.0,kuchtaleopo,D,2.0,5.0,iimurakazuk,D,4.0,5.0,vellarosari,D,4.0,5.0,seomyeongch,D,3.0,5.0,nijsmathieu,D,2.0,5.0,mathieuadam
1040,207.0,0.0,KONTOCHRISTOPOULOS Nikolaos,30.0,GRE,kontochrist,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,1.0,6.0,20.0,28.0,0.167,-8.0,6.0,D/4,D/3,D/3,D/1,V/5,D/4,6.0,D,3.0,5.0,martinitomm,D,4.0,5.0,penmancallu,D,3.0,5.0,pirvaalexan,D,1.0,5.0,savinrafael,D,4.0,5.0,kimtaehwan,V,5.0,5.0,penmancallu
1041,209.0,0.0,RASTEGAR Linus,23.0,AUT,rastegarlin,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,1.0,6.0,19.0,27.0,0.167,-8.0,1.0,D/4,D/1,V/5,D/3,D/2,D/4,6.0,V,5.0,2.0,pnivchukboh,D,4.0,5.0,geudvertosc,D,3.0,5.0,emmerchase,D,1.0,5.0,ditommasoal,D,2.0,5.0,mertinejuli,D,4.0,5.0,rapoportyaa
1042,209.0,0.0,SALEH Saleh,22.0,EGY,salehsaleh,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,1.0,6.0,19.0,27.0,0.167,-8.0,6.0,D/1,D/4,D/3,D/2,V/5,D/4,6.0,D,3.0,5.0,sanitaandre,D,4.0,5.0,peressinito,D,4.0,5.0,nigosantian,D,2.0,5.0,funamotosei,D,1.0,5.0,davisjames-,V,5.0,5.0,peressinito
1043,211.0,0.0,KIM Kimin,20.0,KOR,kimkimin,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,1.0,6.0,18.0,27.0,0.167,-9.0,1.0,D/0,V/5,D/4,D/3,D/2,D/4,6.0,D,4.0,5.0,kotekjakub,D,4.0,5.0,cervantesdi,D,3.0,5.0,oishiriki,V,5.0,2.0,joemratiash,D,2.0,5.0,hassanmoham,D,0.0,5.0,breteauigna
1044,212.0,0.0,RAJSKI Leszek,39.0,POL,rajskilesze,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,1.0,6.0,18.0,28.0,0.167,-10.0,2.0,D/4,D/3,D/4,D/1,V/5,D/1,6.0,D,1.0,5.0,fernandezye,D,3.0,5.0,sembachphil,V,5.0,3.0,murillodiaz,D,1.0,5.0,umethan,D,4.0,5.0,marinonicol,D,4.0,5.0,totusekmare
1045,213.0,0.0,FINSTERBUSH Ori,19.0,ISR,finsterbush,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,1.0,6.0,17.0,27.0,0.167,-10.0,7.0,D/3,V/5,D/2,D/1,D/3,D/3,6.0,D,3.0,5.0,itotakuma,D,3.0,5.0,chrensimon,D,3.0,5.0,dealmeidado,V,5.0,2.0,ramirezlare,D,1.0,5.0,hezhuwei,D,1.0,5.0,macchifilip
1046,214.0,0.0,GRAJALES MENA Miguel Angel,21.0,COL,grajalesmen,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,1.0,6.0,16.0,26.0,0.167,-10.0,6.0,D/2,V/5,D/4,D/2,D/1,D/2,6.0,D,4.0,5.0,macedoluis,D,2.0,5.0,liuqinhui,V,5.0,1.0,archerkrist,D,2.0,5.0,mionlorenzo,D,2.0,5.0,kimdongsu,D,1.0,5.0,liuqinhui
1047,215.0,0.0,PEREZ Nathaniel,26.0,PHI,pereznathan,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,1.0,6.0,15.0,26.0,0.167,-11.0,3.0,V/5,D/3,D/3,D/2,D/1,D/1,6.0,D,1.0,5.0,kaskowpiotr,D,3.0,5.0,zengzhaoran,D,3.0,5.0,garcia-alzo,V,5.0,1.0,snijderivo,D,2.0,5.0,toldoguilhe,D,1.0,5.0,kappusbasti
1048,216.0,0.0,KUCHTA Leopold Marc,19.0,SVK,kuchtaleopo,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,1.0,6.0,17.0,29.0,0.167,-12.0,2.0,V/5,D/2,D/2,D/3,D/3,D/2,6.0,D,3.0,5.0,bemmaciej,D,2.0,5.0,nijsmathieu,D,3.0,5.0,mathieuadam,D,2.0,5.0,seomyeongch,D,2.0,5.0,iimurakazuk,V,5.0,4.0,vellarosari
1049,217.0,0.0,HAMLESCHER Magnus,24.0,GER,hamlescherm,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,1.0,6.0,14.0,26.0,0.167,-12.0,1.0,D/0,D/3,V/5,D/1,D/1,D/4,6.0,V,5.0,1.0,janskohneke,D,4.0,5.0,cetinelbaha,D,1.0,5.0,yeungchika,D,3.0,5.0,rogerwaller,D,1.0,5.0,archileitom,D,0.0,5.0,suzumuraken
1050,217.0,0.0,PIRK Akos,18.0,SVK,pirkakos,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,1.0,6.0,14.0,26.0,0.167,-12.0,3.0,V/5,D/0,D/2,D/4,D/3,D/0,6.0,D,3.0,5.0,elicemeddy,D,0.0,5.0,hamiltonbog,D,2.0,5.0,ingargiolaf,V,5.0,1.0,borontovpav,D,4.0,5.0,fellahdani-,D,0.0,5.0,leekwanghyu
1051,219.0,0.0,KERYHUEL Jeremy Fafa,28.0,CIV,keryhueljer,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,1.0,6.0,16.0,29.0,0.167,-13.0,5.0,V/5,D/4,D/0,D/2,D/2,D/3,6.0,D,4.0,5.0,nigosantian,D,2.0,5.0,funamotosei,V,5.0,4.0,davisjames-,D,3.0,5.0,peressinito,D,0.0,5.0,sanitaandre,D,2.0,5.0,salehsaleh
1052,219.0,0.0,NAWAR Suhayl,18.0,EGY,nawarsuhayl,Coupe du Monde,Bonn,2022-11-11 00:00:00,S,F,M,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,1.0,6.0,16.0,29.0,0.167,-13.0,5.0,D/3,D/3,D/1,D/2,V/5,D/2,6.0,D,3.0,5.0,kimmingu,D,2.0,5.0,naganoyudai,D,3.0,5.0,louiebryce,D,2.0,5.0,rosusilviu,D,1.0,5.0,nglokwangla,V,5.0,4.0,yunesklod
