,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp
0,1.0,32.0,ANDRASFI Tibor,23.0,HUN,andrasfitib,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,10.0,matsumotory,5.0,V,15.0,14.0,vallosioand,1.0,V,15.0,7.0,szaparytris,8.0,V,11.0,10.0,borelyannic,1.0,V,15.0,13.0,stankevychv,2.0,V,15.0,12.0,vismarafede,3.0,V,15.0,11.0,kanokoki,4.0,V,12.0,11.0,rodriguezjo,1.0,V,18.0,5.0,6.0,28.0,16.0,0.833,12.0,6.0,V/5,V/4,V/5,D/4,V/5,V/5,6.0,V,5.0,1.0,hoareau-ber,V,5.0,3.0,hoidadaniil,V,4.0,3.0,fuhrimannjo,D,4.0,5.0,mideltonlui,V,5.0,3.0,limjulienke,V,5.0,3.0,hoidadaniil
1,2.0,26.0,RODRIGUEZ John Edison,31.0,COL,rodriguezjo,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,8.0,gavaldaeuge,7.0,V,15.0,12.0,ramirezyeis,3.0,V,15.0,10.0,frazaomigue,5.0,V,15.0,11.0,lawsonnicho,4.0,V,15.0,14.0,paolinigiac,1.0,V,15.0,12.0,cuomovaleri,3.0,V,15.0,12.0,mideltonlui,3.0,V,11.0,12.0,andrasfitib,-1.0,D,17.0,5.0,6.0,29.0,16.0,0.833,13.0,4.0,V/5,V/5,V/5,V/5,D/4,V/5,6.0,V,5.0,3.0,sarrioraul,V,5.0,2.0,josenoelito,V,5.0,1.0,prokhorovdm,D,4.0,5.0,makiienkoie,V,5.0,2.0,paavolavain,V,5.0,3.0,antkiewiczm
2,3.0,20.0,KANO Koki,24.0,JPN,kanokoki,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,12.0,11.0,sakatohidem,1.0,V,15.0,11.0,jerentdanie,4.0,V,15.0,4.0,lopezpourti,11.0,V,9.0,8.0,garozzoenri,1.0,V,11.0,15.0,andrasfitib,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,20.0,MIDELTON Luidgi,24.0,FRA,mideltonlui,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,11.0,mcdowaldcur,4.0,V,15.0,13.0,cuprmichal,2.0,V,15.0,8.0,alimzhanove,7.0,V,15.0,7.0,kochmatetam,8.0,V,12.0,15.0,rodriguezjo,-3.0,D,,,,,,4.0,6.0,6.0,30.0,15.0,1000.0,15.0,4.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5.0,4.0,limjulienke,V,5.0,1.0,graesbeckgu,V,5.0,1.0,hoareau-ber,V,5.0,4.0,andrasfitib,V,5.0,2.0,fuhrimannjo,V,5.0,3.0,hoidadaniil
4,5.0,14.0,KOCH Mate Tamas,23.0,HUN,kochmatetam,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,10.0,tauriainent,5.0,V,7.0,6.0,yulefan,1.0,V,15.0,14.0,sychyan,1.0,V,7.0,15.0,mideltonlui,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,14.0,VISMARA Federico,25.0,ITA,vismarafede,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,9.0,demoladanie,6.0,V,15.0,11.0,herzbergfab,4.0,V,15.0,13.0,favaalex,2.0,V,12.0,15.0,andrasfitib,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.0,14.0,CUOMO Valerio,24.0,ITA,cuomovaleri,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,12.0,priinitsste,3.0,V,15.0,14.0,bardenetale,1.0,V,15.0,6.0,elsayedmahm,9.0,V,12.0,15.0,rodriguezjo,-3.0,D,,,,,,,,,,,9.0,5.0,5.0,22.0,10.0,1000.0,12.0,6.0,V/5,D/0,V/3,V/5,V/5,V/4,6.0,V,3.0,2.0,nghotin,V,4.0,3.0,kovackimilo,D,0.0,0.0,limardojesu,V,5.0,1.0,whitesean,V,5.0,2.0,jordanowen,V,5.0,3.0,kovackimilo
7,8.0,14.0,GAROZZO Enrico,33.0,ITA,garozzoenri,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,11.0,10.0,brinkmannma,1.0,V,15.0,10.0,reizlinigor,5.0,V,15.0,9.0,loyolaneiss,6.0,V,8.0,9.0,kanokoki,-1.0,D,,,,,,,,,,,14.0,6.0,6.0,18.0,10.0,1000.0,8.0,2.0,V/3,V/4,V/3,V/3,V/2,V/3,6.0,V,3.0,2.0,brobakkenma,V,4.0,3.0,hussongeoff,V,2.0,1.0,komataakira,V,3.0,2.0,budekkarol,V,3.0,0.0,jutilajuliu,V,3.0,2.0,koshmanniki
8,9.0,8.0,LOPEZ POURTIER Nelson,27.0,FRA,lopezpourti,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,8.0,yamadamasar,7.0,V,15.0,8.0,huangzhongm,7.0,V,4.0,15.0,kanokoki,-11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10.0,8.0,LOYOLA Neisser,24.0,BEL,loyolaneiss,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,6.0,calderondie,9.0,V,15.0,6.0,ciminigabri,9.0,V,9.0,15.0,garozzoenri,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11.0,8.0,STANKEVYCH Volodymyr,27.0,UKR,stankevychv,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,14.0,weckerletob,1.0,V,15.0,9.0,kovacsgerge,6.0,V,13.0,15.0,andrasfitib,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12.0,8.0,PAOLINI Giacomo,24.0,ITA,paolinigiac,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,14.0,makiienkoie,1.0,V,15.0,10.0,heinzermax,5.0,V,14.0,15.0,rodriguezjo,-1.0,D,,,,,,,,,,,,,,,,1.0,6.0,6.0,28.0,6.0,1000.0,22.0,4.0,V/5,V/5,V/3,V/5,V/5,V/5,6.0,V,5.0,0.0,olsenjohann,V,5.0,1.0,vannunendav,V,3.0,2.0,camposzarat,V,5.0,2.0,brochardthe,V,5.0,0.0,elsayedmoha,V,5.0,1.0,kokkieronzi
12,13.0,8.0,ELSAYED Mahmoud,17.0,EGY,elsayedmahm,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,14.0,bayardalexi,1.0,V,15.0,10.0,minobekazuy,5.0,V,6.0,15.0,cuomovaleri,-9.0,D,,,,,,,,,,,,,,,,7.0,6.0,6.0,30.0,16.0,1000.0,14.0,1.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5.0,3.0,frenchdylan,V,5.0,1.0,geitungtoma,V,5.0,4.0,kovacsgerge,V,5.0,3.0,masegeon,V,5.0,3.0,ramirezyeis,V,5.0,2.0,taranenkoyu
13,14.0,8.0,FAVA Alex,33.0,FRA,favaalex,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,10.0,yasseenmoha,5.0,V,15.0,11.0,wangzijie,4.0,V,13.0,15.0,vismarafede,-2.0,D,,,,,,,,,,,,,,,,10.0,6.0,6.0,26.0,15.0,1000.0,11.0,5.0,V/5,V/5,V/4,V/2,V/5,V/5,6.0,V,5.0,2.0,riveradavid,V,2.0,1.0,butalevente,V,5.0,4.0,lubieniecki,V,5.0,3.0,pavlovkiril,V,4.0,3.0,giannottefl,V,5.0,2.0,sheetimzheg
14,15.0,8.0,ALIMZHANOV Elmir,36.0,KAZ,alimzhanove,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,11.0,jurkajakub,4.0,V,15.0,12.0,gallyaymeri,3.0,V,8.0,15.0,mideltonlui,-7.0,D,,,,,,,,,,,,,,,,13.0,5.0,5.0,22.0,13.0,1000.0,9.0,1.0,V/3,V/5,V/5,V/5,V/4,D/0,6.0,V,5.0,4.0,duducalex,D,0.0,0.0,hofermaxenc,V,5.0,4.0,somodysoma,V,5.0,1.0,baycolomban,V,4.0,2.0,zhangnichol,V,3.0,2.0,schumacherc
15,16.0,8.0,SYCH Yan,26.0,UKR,sychyan,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,15.0,8.0,woollardjon,7.0,V,15.0,8.0,fonghoisun,7.0,V,15.0,11.0,sarrioraul,4.0,V,15.0,13.0,santarellia,2.0,V,15.0,9.0,banyaizsomb,6.0,V,14.0,15.0,kochmatetam,-1.0,D,,,,,,,,,,,,,,,,91.0,3.0,5.0,21.0,13.0,0.6,8.0,5.0,V/5,V/5,V/5,D/4,D/2,,5.0,D,2.0,5.0,tinnikovgeo,D,4.0,5.0,andrewsbenj,V,5.0,1.0,habranmaxim,V,5.0,1.0,bonferronig,V,5.0,1.0,paavolainen,,,,
16,17.0,4.0,BOREL Yannick,34.0,FRA,borelyannic,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,11.0,9.0,sertayyerli,2.0,V,10.0,11.0,andrasfitib,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18.0,4.0,REIZLIN Igor,38.0,UKR,reizlinigor,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,14.0,13.0,eskovruslan,1.0,V,10.0,15.0,garozzoenri,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19.0,4.0,BARDENET Alexandre,32.0,FRA,bardenetale,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,8.0,yangfengmin,7.0,V,14.0,15.0,cuomovaleri,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20.0,4.0,MINOBE Kazuyasu,35.0,JPN,minobekazuy,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,9.0,masegeon,6.0,V,10.0,15.0,elsayedmahm,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21.0,4.0,HEINZER Max,35.0,SUI,heinzermax,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,12.0,elsayedahme,3.0,V,10.0,15.0,paolinigiac,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22.0,4.0,CIMINI Gabriele,28.0,ITA,ciminigabri,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,9.0,galperstani,6.0,V,6.0,15.0,loyolaneiss,-9.0,D,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,29.0,13.0,1000.0,16.0,5.0,V/5,V/5,V/5,V/4,V/5,V/5,6.0,V,5.0,4.0,biroalexand,V,4.0,2.0,choongjosep,V,5.0,2.0,metraillerc,V,5.0,2.0,kempnicolas,V,5.0,2.0,hamilton-me,V,5.0,1.0,alhammadiab
22,23.0,4.0,JERENT Daniel,31.0,FRA,jerentdanie,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,15.0,11.0,tulentrista,4.0,V,11.0,15.0,kanokoki,-4.0,D,,,,,,,,,,,,,,,,,,,,,10.0,6.0,6.0,26.0,15.0,1000.0,11.0,3.0,V/5,V/5,V/5,V/2,V/4,V/5,6.0,V,4.0,3.0,fonghoisun,V,5.0,4.0,calipaaurel,V,5.0,4.0,grossearthu,V,5.0,2.0,rezaeimoham,V,2.0,1.0,kweonyoungj,V,5.0,1.0,antoniounik
23,24.0,4.0,YU Lefan,24.0,CHN,yulefan,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,5.0,castillogut,10.0,V,9.0,8.0,tulenrafael,1.0,V,9.0,8.0,gorbachukye,1.0,V,6.0,7.0,kochmatetam,-1.0,D,,,,,,,,,,,,,,,,,,,,,29.0,5.0,6.0,28.0,20.0,0.833,8.0,4.0,D/4,V/5,V/5,V/5,V/4,V/5,6.0,D,4.0,5.0,jeanjosephk,V,5.0,2.0,casadoelias,V,5.0,2.0,derksenrube,V,4.0,3.0,leesamsonmu,V,5.0,4.0,zawrotniakr,V,5.0,4.0,vilenskydov
24,25.0,4.0,HERZBERG Fabian,34.0,GER,herzbergfab,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,7.0,jangminhyeo,8.0,V,15.0,11.0,zhangnichol,4.0,V,15.0,13.0,harperido,2.0,V,11.0,15.0,vismarafede,-4.0,D,,,,,,,,,,,,,,,,,,,,,48.0,4.0,6.0,28.0,17.0,0.667,11.0,7.0,D/4,D/4,V/5,V/5,V/5,V/5,6.0,D,4.0,5.0,gallyaymeri,V,5.0,1.0,ewartstephe,V,5.0,3.0,heinamaaaks,D,4.0,5.0,sakatohidem,V,5.0,2.0,brunoldbruc,V,5.0,1.0,johnstoncal
25,26.0,4.0,BANYAI Zsombor,26.0,HUN,banyaizsomb,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,12.0,komataakira,3.0,V,15.0,10.0,zhangxinkun,5.0,V,15.0,10.0,mahringerjo,5.0,V,9.0,15.0,sychyan,-6.0,D,,,,,,,,,,,,,,,,,,,,,52.0,4.0,6.0,28.0,19.0,0.667,9.0,7.0,V/5,D/4,V/5,V/5,D/4,V/5,6.0,V,5.0,3.0,calderondie,V,5.0,3.0,bongardloui,D,4.0,5.0,laitzelunma,D,4.0,5.0,aleksandrov,V,5.0,3.0,frazaofilip,V,5.0,0.0,roarodrigue
26,26.0,4.0,HUANG Zhongming,20.0,CHN,huangzhongm,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,4.0,bonferronig,11.0,V,15.0,10.0,liuyongchua,5.0,V,15.0,7.0,billagaetan,8.0,V,8.0,15.0,lopezpourti,-7.0,D,,,,,,,,,,,,,,,,,,,,,52.0,4.0,6.0,28.0,19.0,0.667,9.0,5.0,V/5,V/5,D/4,V/5,D/4,V/5,6.0,V,5.0,1.0,rusevrosisl,V,5.0,1.0,almaazmimoh,V,5.0,3.0,fafardfynn,V,5.0,4.0,unterhauser,D,4.0,5.0,yasseenmoha,D,4.0,5.0,murayamaken
27,28.0,4.0,KOVACS Gergely,19.0,HUN,kovacsgerge,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,9.0,vinessven,6.0,V,15.0,6.0,koshmanniki,9.0,V,15.0,11.0,nagydavid,4.0,V,9.0,15.0,stankevychv,-6.0,D,,,,,,,,,,,,,,,,,,,,,62.0,4.0,6.0,27.0,20.0,0.667,7.0,5.0,D/4,V/5,D/3,V/5,V/5,V/5,6.0,V,5.0,3.0,taranenkoyu,V,5.0,4.0,frenchdylan,D,4.0,5.0,elsayedmahm,V,5.0,1.0,geitungtoma,D,3.0,5.0,masegeon,V,5.0,2.0,ramirezyeis
28,29.0,4.0,CUPR Michal,30.0,CZE,cuprmichal,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,15.0,7.0,mencarellis,8.0,V,15.0,13.0,michalakdam,2.0,V,15.0,12.0,jorgensenpa,3.0,V,15.0,14.0,siklosigerg,1.0,V,13.0,15.0,mideltonlui,-2.0,D,,,,,,,,,,,,,,,,,,,,,85.0,4.0,6.0,21.0,20.0,0.667,1.0,6.0,V/4,V/3,V/3,V/4,D/4,D/3,6.0,V,3.0,2.0,jangminhyeo,D,3.0,5.0,muminovnodi,V,3.0,2.0,malcottiluc,V,4.0,3.0,weissmiles,V,4.0,3.0,brookealec,D,4.0,5.0,muminovnodi
29,30.0,4.0,WANG Zijie,26.0,CHN,wangzijie,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,15.0,11.0,butalevente,4.0,V,15.0,7.0,schumacherc,8.0,V,15.0,13.0,taccaniales,2.0,V,15.0,8.0,kurbanovrus,7.0,V,11.0,15.0,favaalex,-4.0,D,,,,,,,,,,,,,,,,,,,,,121.0,3.0,6.0,25.0,23.0,0.5,2.0,7.0,V/5,V/5,V/5,D/3,D/4,D/3,6.0,V,5.0,4.0,kimjaewon,D,3.0,5.0,marquesleon,D,4.0,5.0,mcdowaldcur,V,5.0,2.0,fedotovalex,D,3.0,2.0,leesimonren,D,3.0,5.0,groverellio
30,31.0,4.0,GALLY Aymerick,25.0,FRA,gallyaymeri,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,15.0,11.0,keszthelyiz,4.0,V,15.0,10.0,groverellio,5.0,V,15.0,14.0,cohenyonata,1.0,V,15.0,12.0,limardogasc,3.0,V,12.0,15.0,alimzhanove,-3.0,D,,,,,,,,,,,,,,,,,,,,,164.0,3.0,6.0,21.0,24.0,0.5,-3.0,1.0,D/3,V/5,D/3,V/5,D/0,V/5,6.0,D,3.0,5.0,johnstoncal,V,5.0,4.0,herzbergfab,V,5.0,3.0,heinamaaaks,V,5.0,2.0,brunoldbruc,D,0.0,5.0,ewartstephe,D,3.0,5.0,sakatohidem
31,32.0,4.0,LAWSON Nicholas,20.0,USA,lawsonnicho,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,15.0,14.0,somodysoma,1.0,V,11.0,10.0,dilibertolu,1.0,V,15.0,14.0,alexanindmi,1.0,V,15.0,11.0,cannoneroma,4.0,V,11.0,15.0,rodriguezjo,-4.0,D,,,,,,,,,,,,,,,,,,,,,197.0,2.0,6.0,24.0,27.0,0.333,-3.0,6.0,D/4,D/3,V/5,D/3,D/4,V/5,6.0,V,5.0,4.0,vuorinennik,V,5.0,4.0,osman-touso,D,3.0,4.0,daganielia,D,3.0,5.0,bodocziniko,D,4.0,5.0,xiaoruibo(l,D,4.0,4.0,osman-touso
32,33.0,2.0,CANNONE Romain,25.0,FRA,cannoneroma,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,11.0,15.0,lawsonnicho,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34.0,2.0,LIMARDO GASCON Ruben,37.0,VEN,limardogasc,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,12.0,15.0,gallyaymeri,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35.0,2.0,KURBANOV Ruslan,31.0,KAZ,kurbanovrus,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,8.0,15.0,wangzijie,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36.0,2.0,SANTARELLI Andrea,29.0,ITA,santarellia,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,13.0,15.0,sychyan,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37.0,2.0,SIKLOSI Gergely,25.0,HUN,siklosigerg,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,14.0,15.0,cuprmichal,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38.0,2.0,NAGY David,23.0,HUN,nagydavid,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,11.0,15.0,kovacsgerge,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,6.0,30.0,13.0,1000.0,17.0,7.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5.0,2.0,buzzacchino,V,5.0,1.0,straumoytru,V,5.0,2.0,vallosioand,V,5.0,4.0,singhudaivi,V,5.0,3.0,liuyongchua,V,5.0,2.0,timurovmeyi
38,39.0,2.0,BILLA Gaetan,22.0,FRA,billagaetan,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,7.0,15.0,huangzhongm,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,30.0,15.0,1000.0,15.0,5.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5.0,1.0,krohnotthar,V,5.0,3.0,eskovruslan,V,5.0,4.0,elkordhouss,V,5.0,1.0,klausrobert,V,5.0,2.0,matevosovar,V,5.0,4.0,hauriian
39,39.0,2.0,MAHRINGER Josef,25.0,AUT,mahringerjo,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,10.0,15.0,banyaizsomb,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,30.0,15.0,1000.0,15.0,7.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5.0,3.0,eastwilliam,V,5.0,3.0,tymoshenkor,V,5.0,2.0,chauchakhin,V,5.0,1.0,lugonesrugg,V,5.0,3.0,tsokasnikol,V,5.0,3.0,favreaurele
40,41.0,2.0,HARPER Ido,31.0,ISR,harperido,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,13.0,15.0,herzbergfab,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,6.0,30.0,16.0,1000.0,14.0,7.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5.0,4.0,aebersoldal,V,5.0,2.0,blommaertfe,V,5.0,2.0,nollnerdyla,V,5.0,2.0,jensenaugus,V,5.0,4.0,lauhofung,V,5.0,2.0,priinitsste
41,42.0,2.0,GORBACHUK Yevgeniy,24.0,UKR,gorbachukye,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,8.0,9.0,yulefan,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.0,5.0,24.0,15.0,1000.0,9.0,5.0,V/5,D/0,V/5,V/5,V/5,V/4,6.0,D,0.0,0.0,lugograbiel,V,5.0,2.0,kulozikjuli,V,5.0,3.0,sitojianton,V,4.0,3.0,coufalfrant,V,5.0,4.0,tychlerpave,V,5.0,3.0,apersmatthe
42,43.0,2.0,SZAPARY Tristan,21.0,USA,szaparytris,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,7.0,15.0,andrasfitib,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,6.0,29.0,14.0,0.833,15.0,6.0,V/5,V/5,D/4,V/5,V/5,V/5,6.0,D,4.0,5.0,asamiseiya,V,5.0,4.0,stalderleon,V,5.0,4.0,jungbyeungc,V,5.0,0.0,schmidtrich,V,5.0,0.0,roubailonie,V,5.0,4.0,stalderleon
43,44.0,2.0,FRAZAO Miguel,20.0,POR,frazaomigue,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,,,,,,,,,,,10.0,15.0,rodriguezjo,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,6.0,28.0,14.0,0.833,14.0,5.0,V/5,V/5,V/5,V/5,V/5,D/3,6.0,V,5.0,1.0,diverolidav,V,5.0,4.0,sertayyerli,V,5.0,3.0,taliotisale,D,3.0,5.0,mullerleona,V,5.0,1.0,limtimothy,V,5.0,0.0,gunputsatya
44,45.0,2.0,BRINKMANN Marco,25.0,GER,brinkmannma,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,10.0,hauriian,5.0,V,15.0,6.0,bellmannluk,9.0,V,10.0,11.0,garozzoenri,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,5.0,6.0,28.0,16.0,0.833,12.0,7.0,V/5,V/5,V/5,D/3,V/5,V/5,6.0,V,5.0,3.0,masudayohit,V,5.0,2.0,romerojuanp,V,5.0,2.0,jianlonghin,V,5.0,3.0,woollardjon,D,3.0,1.0,haddadjusti,D,3.0,5.0,nurmatovjav
45,46.0,2.0,JURKA Jakub,23.0,CZE,jurkajakub,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,5.0,leesimonren,10.0,V,15.0,11.0,pavlikmatya,4.0,V,11.0,15.0,alimzhanove,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,6.0,26.0,15.0,0.833,11.0,4.0,V/5,V/5,V/5,V/5,D/1,V/5,6.0,V,5.0,2.0,svichkarrom,V,5.0,1.0,weberfreder,V,5.0,3.0,bitschpeter,D,1.0,5.0,keszthelyiz,V,5.0,3.0,pouliquenni,V,5.0,1.0,alzaroonikh
46,47.0,2.0,TULEN Tristan,31.0,NED,tulentrista,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,7.0,hoidadaniil,8.0,V,15.0,12.0,vuorinennik,3.0,V,11.0,15.0,jerentdanie,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,6.0,24.0,16.0,0.833,8.0,6.0,V/5,V/3,V/3,D/4,V/5,V/4,6.0,V,3.0,2.0,castillogut,V,4.0,2.0,buzzacchino,V,3.0,1.0,johanideslu,D,4.0,5.0,gavaldaeuge,V,5.0,4.0,sathasivann,V,5.0,2.0,buzzacchino
47,48.0,2.0,YASSEEN Mohamed,18.0,EGY,yasseenmoha,Coupe du Monde,Berne,2022-11-11,S,E,M,I,A,,,,,,15.0,12.0,roarodrigue,3.0,V,15.0,13.0,frenchdylan,2.0,V,10.0,15.0,favaalex,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,5.0,6.0,26.0,19.0,0.833,7.0,3.0,V/5,V/5,V/5,V/5,V/3,D/3,6.0,V,3.0,2.0,murayamaken,V,5.0,3.0,rusevrosisl,V,5.0,3.0,almaazmimoh,V,5.0,2.0,fafardfynn,V,5.0,4.0,huangzhongm,D,3.0,5.0,unterhauser
